epoch, train_loss, test_loss, forward_time, backward_time, train_error, test_error
0,0.4405072199801604,0.09315654422555651,22.26433277130127,2.229814052581787,0.9845555555555555,0.901
1,0.056128551500538984,0.028460457122751644,29.46001124382019,0.66567063331604,0.536,0.207
2,0.01770151195426782,0.008051014904464995,29.350292444229126,0.6482436656951904,0.07311111111111111,0.006
3,0.004163963741545255,0.0018878624541684985,26.11084222793579,0.527033805847168,0.0005555555555555556,0.0
4,0.0027481501708583283,0.00490347808226943,27.408787965774536,0.5244174003601074,0.0014444444444444444,0.003
5,0.004653049225453287,0.005547041738671916,27.43881893157959,0.6327834129333496,0.003111111111111111,0.001
6,0.0043816677760332825,0.0035508233455142806,24.254431009292603,0.5175056457519531,0.001,0.001
7,0.002801293549903979,0.002974438514294369,25.422686100006104,0.5447006225585938,0.00011111111111111112,0.0
8,0.0026826944046964246,0.00204525949499969,24.57647442817688,0.5550522804260254,0.00022222222222222223,0.0
9,0.005755281935368354,0.004053122630076749,24.03533935546875,0.5365056991577148,0.009111111111111111,0.0
10,0.0033079107524827123,0.0025191223581454585,22.805211067199707,0.5301089286804199,0.0006666666666666666,0.0
11,0.001988746968951697,0.002912258795861687,23.616907835006714,0.5137701034545898,0.00022222222222222223,0.001
12,0.004599959308203931,0.006646097970328161,23.45146632194519,0.5107226371765137,0.006888888888888889,0.004
13,0.00537222809313486,0.0029025758683149305,24.24079132080078,0.5147049427032471,0.0023333333333333335,0.0
14,0.002220573848656689,0.0029536361606525524,23.521165370941162,0.529008150100708,0.00011111111111111112,0.0
15,0.002325478970305994,0.002386881670515452,23.13001322746277,0.5366718769073486,0.0,0.0
16,0.0025677289503316086,0.0028829466817634447,25.50491738319397,0.5925908088684082,0.0006666666666666666,0.0
17,0.00246682915603742,0.003202149478186454,23.70934271812439,0.5083732604980469,0.00022222222222222223,0.001
